"inst_name,C,254",lat,lon,geoid,tractid,state,county
"GINER, INC.",42.358753,-71.243261,1400000US25017374700,25017374700,MA,Middlesex County
"MICRO-LEADS, INC.",42.34928,-71.10654,1400000US25025010103,25025010103,MA,Suffolk County
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,39.101561,-77.183038,1400000US24031701007,24031701007,MD,Montgomery County
LOUISIANA STATE UNIV AGRICULTURAL CENTER,30.408018,-91.188669,1400000US22033002801,22033002801,LA,East Baton Rouge Parish
OASIS PHARMACEUTICALS,42.480223,-71.245041,1400000US25017358700,25017358700,MA,Middlesex County
"EDUCATION DEVELOPMENT CENTER, INC.",42.37078,-71.219549,1400000US25017368800,25017368800,MA,Middlesex County
"FOOD ALLERGY SCIENCE INITIATIVE, INC.",42.3644,-71.087846,1400000US25017352300,25017352300,MA,Middlesex County
"BLUEGRASS ADVANCED MATERIALS, LLC",38.030576,-84.508062,1400000US21067000801,21067000801,KY,Fayette County
"DRINKSAVVY, INC.",42.340888,-71.050742,1400000US25025060601,25025060601,MA,Suffolk County
MERRIMACK COLLEGE,42.67099,-71.123054,1400000US25009253202,25009253202,MA,Essex County
LOUISIANA TECH UNIVERSITY,32.529801,-92.65016,1400000US22061960401,22061960401,LA,Lincoln Parish
"EPIWATCH, INC.",39.300706,-76.591623,1400000US24510070400,24510070400,MD,Baltimore city
"REHABTEK, LLC",42.072288,-87.737793,1400000US17031801000,17031801000,IL,Cook County
WASHINGTON UNIVERSITY,38.664368,-90.323797,1400000US29189215902,29189215902,MO,St. Louis County
UNIVERSITY OF MICHIGAN AT ANN ARBOR,42.275494,-83.743038,1400000US26161980101,26161980101,MI,Washtenaw County
APPLIED UNIVERSAL DYNAMICS CORPORATION,45.075417,-93.644326,1400000US27053027102,27053027102,MN,Hennepin County
HENRY FORD HEALTH + MICHIGAN STATE UNIVERSITY HEALTH SCIENCES,42.653979,-84.492032,1400000US26065005502,26065005502,MI,Ingham County
WAYNE STATE UNIVERSITY,42.357466,-83.065294,1400000US26163520200,26163520200,MI,Wayne County
THE TRUSTEES OF THE STEVENS INSTITUTE OF TECHNOLOGY,40.745541,-74.026053,1400000US34017018701,34017018701,NJ,Hudson County
CREIGHTON UNIVERSITY,41.264296,-95.948089,1400000US31055001600,31055001600,NE,Douglas County
SAINT LOUIS UNIVERSITY,38.633829,-90.213138,1400000US29510127500,29510127500,MO,St. Louis city
RUTGERS BIOMEDICAL AND HEALTH SCIENCES,40.520984,-74.473247,1400000US34023008801,34023008801,NJ,Middlesex County
MAYO CLINIC ROCHESTER,44.02432,-92.46011,1400000US27109000100,27109000100,MN,Olmsted County
MONTANA STATE UNIVERSITY - BOZEMAN,45.661963,-111.059937,1400000US30031001101,30031001101,MT,Gallatin County
VAN ANDEL RESEARCH INSTITUTE,42.969389,-85.666402,1400000US26081002000,26081002000,MI,Kent County
UNIVERSITY OF MINNESOTA,44.975143,-93.227003,1400000US27053104901,27053104901,MN,Hennepin County
UNIVERSITY OF MISSOURI-COLUMBIA,38.948231,-92.327335,1400000US29019000500,29019000500,MO,Boone County
UNIVERSITY OF MISSISSIPPI MED CTR,32.328724,-90.175537,1400000US28049001300,28049001300,MS,Hinds County
UNIVERSITY OF NEBRASKA MEDICAL CENTER,41.265996,-96.010026,1400000US31055006400,31055006400,NE,Douglas County
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,35.090968,-106.617544,1400000US35001001800,35001001800,NM,Bernalillo County
AMERICAN INDIAN SCIENCE/ENGNRNG SOCIETY,35.056968,-106.62355,1400000US35001001202,35001001202,NM,Bernalillo County
DARTMOUTH COLLEGE,43.711386,-72.270611,1400000US33009961603,33009961603,NH,Grafton County
"RUTGERS, THE STATE UNIV OF N.J.",40.481906,-74.457066,1400000US34023005601,34023005601,NJ,Middlesex County
"DELTA HEALTH ALLIANCE, INC.",33.40757,-90.911217,1400000US28151001600,28151001600,MS,Washington County
ALBUQUERQUE AREA INDIAN HEALTH BOARD,35.10745,-106.587698,1400000US35001000208,35001000208,NM,Bernalillo County
OPEN AID ALLIANCE,46.874114,-113.992263,1400000US30063000300,30063000300,MT,Missoula County
FACE ADDICTION NOW,42.553717,-82.928158,1400000US26099241600,26099241600,MI,Macomb County
ACCESS HEALTH INC,43.230962,-86.243109,1400000US26121000500,26121000500,MI,Muskegon County
FEONIX - MOBILITY RISING,40.859135,-96.725607,1400000US31109003102,31109003102,NE,Lancaster County
"MY BROTHER'S KEEPER, INC.",32.419743,-90.125726,1400000US28089030105,28089030105,MS,Madison County
MICHIGAN STATE UNIVERSITY,42.653979,-84.492032,1400000US26065005502,26065005502,MI,Ingham County
AXIOFORCE INC,38.650457,-90.499676,1400000US29189215234,29189215234,MO,St. Louis County
NATIVE AMERICAN COMMUNITY CLINIC,44.96208,-93.256178,1400000US27053106000,27053106000,MN,Hennepin County
OAKLAND UNIVERSITY,42.65796,-83.18652,1400000US26125194300,26125194300,MI,Oakland County
UNIVERSITY OF NEBRASKA LINCOLN,40.823017,-96.673442,1400000US31109000800,31109000800,NE,Lancaster County
UNIVERSITY OF NEVADA LAS VEGAS,36.109517,-115.141947,1400000US32003002603,32003002603,NV,Clark County
PRINCETON UNIVERSITY,40.345441,-74.655866,1400000US34021004501,34021004501,NJ,Mercer County
"CHILDREN'S MERCY HOSP (KANSAS CITY, MO)",39.081983,-94.578204,1400000US29095004300,29095004300,MO,Jackson County
UNIVERSITY OF MISSISSIPPI,34.36739,-89.528956,1400000US28071950301,28071950301,MS,Lafayette County
FATHER FLANAGAN'S BOYS' HOME,41.253446,-96.133857,1400000US31055007473,31055007473,NE,Douglas County
"CELDARA MEDICAL, LLC",43.678927,-72.256448,1400000US33009961701,33009961701,NH,Grafton County
MISSISSIPPI STATE UNIVERSITY,33.457993,-88.786062,1400000US28105950401,28105950401,MS,Oktibbeha County
UNIVERSITY OF NEVADA RENO,39.545077,-119.818277,1400000US32031001504,32031001504,NV,Washoe County
UNIVERSITY OF MISSOURI KANSAS CITY,39.034521,-94.575773,1400000US29095007400,29095007400,MO,Jackson County
"TSRL, INC.",42.212362,-83.740383,1400000US26161415600,26161415600,MI,Washtenaw County
"KESSLER FOUNDATION, INC.",40.796906,-74.259164,1400000US34013017400,34013017400,NJ,Essex County
NORTHERN MICHIGAN UNIVERSITY,46.55658,-87.396396,1400000US26103000500,26103000500,MI,Marquette County
ROWAN UNIVERSITY,39.707715,-75.116897,1400000US34015501404,34015501404,NJ,Gloucester County
ROWAN UNIVERSITY SCHOOL/OSTEOPATHIC MED,39.830833,-75.006586,1400000US34007608001,34007608001,NJ,Camden County
SYNCHROHEALTH LLC,43.799373,-72.110022,1400000US33009960900,33009960900,NH,Grafton County
UNIVERSITY OF MONTANA,46.860203,-113.983723,1400000US30063000502,30063000502,MT,Missoula County
NEW MEXICO STATE UNIVERSITY LAS CRUCES,32.279041,-106.755696,1400000US35013001000,35013001000,NM,Do??a Ana County
"VAXNEWMO, LLC",38.646004,-90.254638,1400000US29510119200,29510119200,MO,St. Louis city
UNIVERSITY OF NEW MEXICO,35.090226,-106.625292,1400000US35001004900,35001004900,NM,Bernalillo County
"ARMA BIO, INC.",40.94887,-73.971401,1400000US34003008001,34003008001,NJ,Bergen County
HEALTHPARTNERS INSTITUTE,44.85364,-93.225576,1400000US27053025100,27053025100,MN,Hennepin County
DARTMOUTH-HITCHCOCK CLINIC,43.637006,-72.252383,1400000US33009961802,33009961802,NH,Grafton County
ARBOR RESEARCH COLLABORATIVE FOR  HEALTH,42.281228,-83.745133,1400000US26161400100,26161400100,MI,Washtenaw County
NEW JERSEY INSTITUTE OF TECHNOLOGY,40.742916,-74.176244,1400000US34013001100,34013001100,NJ,Essex County
LOVELACE BIOMEDICAL RESEARCH INSTITUTE,35.055893,-106.579286,1400000US35001000906,35001000906,NM,Bernalillo County
"NAVINETICS NEUROMODULATION, INC.",44.021324,-92.462569,1400000US27109000100,27109000100,MN,Olmsted County
"NANOVALENT PHARMACEUTICALS, INC.",45.670616,-111.065256,1400000US30031001102,30031001102,MT,Gallatin County
INTERVAL THERAPEUTICS LLC,34.372451,-89.577561,1400000US28071950404,28071950404,MS,Lafayette County
HENNEPIN HEALTHCARE RESEARCH INSTITUTE,44.972097,-93.262404,1400000US27053105400,27053105400,MN,Hennepin County
"FIBROPLATE, INC.",36.115435,-115.13508,1400000US32003002501,32003002501,NV,Clark County
"Q2I, LLC",42.764386,-71.993607,1400000US33005970600,33005970600,NH,Cheshire County
CENTRAL MICHIGAN UNIVERSITY,43.601402,-84.787107,1400000US26073940500,26073940500,MI,Isabella County
"UNANDUP, LLC",38.632108,-90.343472,1400000US29189216600,29189216600,MO,St. Louis County
PIROUETTE MEDICAL,43.08551,-70.807807,1400000US33015107400,33015107400,NH,Rockingham County
UNIVERSITY OF NEW HAMPSHIRE,43.1304,-70.9767,1400000US33017080500,33017080500,NH,Strafford County
TURING MEDICAL TECHNOLOGIES INC,38.634946,-90.250347,1400000US29510118600,29510118600,MO,St. Louis city
KEENE STATE COLLEGE,42.927509,-72.277536,1400000US33005971403,33005971403,NH,Cheshire County
UNIVERSITY OF MINNESOTA DULUTH,46.816487,-92.085709,1400000US27137015700,27137015700,MN,St. Louis County
MICHIGAN TECHNOLOGICAL UNIVERSITY,47.116169,-88.53931,1400000US26061000800,26061000800,MI,Houghton County
WESTERN MICHIGAN UNIVERSITY,42.284359,-85.611539,1400000US26077001504,26077001504,MI,Kalamazoo County
UNIVERSITY OF MISSOURI-ST. LOUIS,38.703607,-90.29885,1400000US29189213702,29189213702,MO,St. Louis County
UNIVERSITY OF SOUTHERN MISSISSIPPI,31.33206,-89.329325,1400000US28035000900,28035000900,MS,Forrest County
"ARBOR MEDICAL INNOVATIONS, LLC",42.1946,-83.694796,1400000US26161416200,26161416200,MI,Washtenaw County
VISIONQUEST BIOMEDICAL INC,35.054101,-106.622722,1400000US35001001202,35001001202,NM,Bernalillo County
"GOGYUP, INC.",44.984042,-93.273782,1400000US27053126201,27053126201,MN,Hennepin County
"CEROVATIONS, LLC",44.909968,-93.300656,1400000US27053111300,27053111300,MN,Hennepin County
TOUGALOO COLLEGE,32.400344,-90.162225,1400000US28089030105,28089030105,MS,Madison County
"OBJECTIVE BIOTECHNOLOGY, INC.",44.974119,-93.227014,1400000US27053104901,27053104901,MN,Hennepin County
"MITOVATION, INC.",42.191406,-83.703618,1400000US26161416200,26161416200,MI,Washtenaw County
KORONIS BIOMEDICAL TECHNOLOGIES CORPORAT,45.07934,-93.444845,1400000US27053026712,27053026712,MN,Hennepin County
"AURAGENT BIOSCIENCE, LLC",38.636968,-90.246677,1400000US29510118600,29510118600,MO,St. Louis city
"CHAMPAIGN IMAGING, LLC",45.114922,-93.111687,1400000US27123040706,27123040706,MN,Ramsey County
"NUBORN MEDICAL, INC.",44.950355,-93.095773,1400000US27123034204,27123034204,MN,Ramsey County
ESPERIMAGE LLC,38.623,-90.354563,1400000US29189217400,29189217400,MO,St. Louis County
"INNOVATIVE DESIGN LABS, INC.",44.994431,-93.266463,1400000US27053103000,27053103000,MN,Hennepin County
"NESTED KNOWLEDGE, INC",44.984241,-93.134732,1400000US27123030300,27123030300,MN,Ramsey County
INTEGURX THERAPEUTICS LLC,40.698929,-74.773759,1400000US34019010100,34019010100,NJ,Hunterdon County
NOVAGYN LLC,43.191986,-71.65618,1400000US33013039000,33013039000,NH,Merrimack County
"RECOMBINETICS, INC.",44.955424,-93.152857,1400000US27123033400,27123033400,MN,Ramsey County
"EVOQ THERAPEUTICS, INC.",42.276672,-83.771469,1400000US26161403500,26161403500,MI,Washtenaw County
ADVANCED MEDICAL ELECTRONICS CORPORATION,45.07934,-93.444845,1400000US27053026712,27053026712,MN,Hennepin County
BIOMEDWARE,42.261244,-83.716523,1400000US26161405300,26161405300,MI,Washtenaw County
"ADVANCED TACTILE IMAGING, INC.",40.284741,-74.798076,1400000US34021003707,34021003707,NJ,Mercer County
ENDOLYNX INC,40.736112,-74.029873,1400000US34017019300,34017019300,NJ,Hudson County
"NUCLEUSRX, INC.",40.289311,-74.547074,1400000US34021004406,34021004406,NJ,Mercer County
GENETOBE INC.,42.322324,-83.652076,1400000US26161407000,26161407000,MI,Washtenaw County
ANTIGER THERAPEUTICS INC.,38.642374,-90.349975,1400000US29189216500,29189216500,MO,St. Louis County
"SQUARE2 SYSTEMS, INC.",43.762448,-72.207053,1400000US33009961601,33009961601,NH,Grafton County
"PSYCHOGENICS, INC.",41.080231,-73.844207,1400000US36119011401,36119011401,NY,Westchester County
AQUORA RESEARCH AND CONSULTING LLC,42.757056,-86.185993,1400000US26005030200,26005030200,MI,Allegan County
WESTERN MICHIGAN UNIV SCHOOL OF MEDICINE,42.282491,-85.599157,1400000US26077001504,26077001504,MI,Kalamazoo County
"XANTHOSHEALTH, INC.",44.987394,-93.190667,1400000US27123030100,27123030100,MN,Ramsey County
"DIRECTSEQ BIOSCIENCES, INC.",41.029915,-74.051979,1400000US34003035200,34003035200,NJ,Bergen County
"EDEN MEDICAL, INC.",45.222918,-93.820178,1400000US27171100706,27171100706,MN,Wright County
RUTGERS THE STATE UNIV OF NJ NEWARK,40.740542,-74.172677,1400000US34013022900,34013022900,NJ,Essex County
STOWERS INSTITUTE FOR MEDICAL RESEARCH,39.036373,-94.574445,1400000US29095007400,29095007400,MO,Jackson County
MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY,37.953045,-91.7654,1400000US29161890302,29161890302,MO,Phelps County
ZENA THERAPEUTICS INC.,40.354421,-74.615707,1400000US34023008601,34023008601,NJ,Middlesex County
"NEURINSIGHT, LLC",35.13728,-106.656383,1400000US35001003100,35001003100,NM,Bernalillo County
"LABSYS, LLC",42.734624,-84.481133,1400000US26065004100,26065004100,MI,Ingham County
UNIVERSITY OF NEBRASKA OMAHA,41.257804,-96.010358,1400000US31055004700,31055004700,NE,Douglas County
CORIELL INSTITUTE FOR MEDICAL RESEARCH,39.919573,-75.078043,1400000US34007604200,34007604200,NJ,Camden County
MONTANA CONSORTIUM FOR URBAN INDIAN HEALTH,46.588935,-112.038868,1400000US30049000800,30049000800,MT,Lewis and Clark County
MONTCLAIR STATE UNIVERSITY,40.857959,-74.202471,1400000US34013016100,34013016100,NJ,Essex County
SILICON CURES LLC,41.257062,-95.973017,1400000US31055004300,31055004300,NE,Douglas County
UNIVERSITY OF NEBRASKA KEARNEY,40.700572,-99.093975,1400000US31019969600,31019969600,NE,Buffalo County
UNIVERSITY OF MICHIGAN AT DEARBORN,42.3127,-83.227301,1400000US26163579900,26163579900,MI,Wayne County
"SENSEION THERAPEUTICS, INC.",38.648359,-90.322958,1400000US29189216202,29189216202,MO,St. Louis County
"MARPAM PHARMA, LLC",44.952604,-92.973867,1400000US27163070910,27163070910,MN,Washington County
"DISCOVERY COLLECTIVE, INC.",41.280699,-96.141354,1400000US31055007472,31055007472,NE,Douglas County
NATIONAL MARROW DONOR PROGRAM,44.983719,-93.278165,1400000US27053126201,27053126201,MN,Hennepin County
"GRANITE MEDICAL, LLC",43.746734,-72.173688,1400000US33009961601,33009961601,NH,Grafton County
COLLEGE OF NEW JERSEY,40.2219,-74.7336,1400000US34021002200,34021002200,NJ,Mercer County
"MOAI TECHNOLOGIES, LLC",45.019948,-93.464617,1400000US27053026514,27053026514,MN,Hennepin County
"SARYA, LLC",38.678663,-90.421335,1400000US29189215005,29189215005,MO,St. Louis County
ATTMOS INC.,42.227579,-83.776668,1400000US26161415800,26161415800,MI,Washtenaw County
WILLIAM BEAUMONT HOSPITAL RESEARCH INST,42.517671,-83.190969,1400000US26125183500,26125183500,MI,Oakland County
"PURE GREEN PHARMACEUTICALS, INC.",42.565674,-83.329857,1400000US26125156400,26125156400,MI,Oakland County
"PIRAEUS MEDICAL, INC.",44.015978,-92.505349,1400000US27109001201,27109001201,MN,Olmsted County
"MYRIEL, INC.",45.099461,-93.080767,1400000US27123040601,27123040601,MN,Ramsey County
MINNESOTA HEALTHSOLUTIONS CORPORATION,44.936261,-93.184237,1400000US27123034900,27123034900,MN,Ramsey County
"VIOCARE, INC.",40.353774,-74.661089,1400000US34021004000,34021004000,NJ,Mercer County
"IMMUNOPHOTONICS, INC.",38.636981,-90.252702,1400000US29510119101,29510119101,MO,St. Louis city
STRYKAGEN CORPORATION,39.545077,-119.818277,1400000US32031001504,32031001504,NV,Washoe County
"GATEWAY BIOTECHNOLOGY, INC.",38.655715,-90.312284,1400000US29189216101,29189216101,MO,St. Louis County
"NEW MEXICO START-UP FACTORY II, LLC",35.055957,-106.526762,1400000US35001000714,35001000714,NM,Bernalillo County
BLACKFEET COMMUNITY COLLEGE,48.571299,-113.206612,1400000US30035940400,30035940400,MT,Glacier County
"ACTOPROBE, LLC",35.0726,-106.631101,1400000US35001001202,35001001202,NM,Bernalillo County
"EQUATOR THERAPEUTICS, INC.",37.871953,-122.284875,1400000US06001422200,06001422200,CA,Alameda County
"DOSEOPTICS, LLC",43.717363,-72.26448,1400000US33009961603,33009961603,NH,Grafton County
SMART INFORMATION FLOW TECHNOLOGIES,44.981352,-93.271804,1400000US27053126102,27053126102,MN,Hennepin County
"OPTIMEOS LIFE SCIENCES, INC.",40.351508,-74.660639,1400000US34021004000,34021004000,NJ,Mercer County
"LUMINARY THERAPEUTICS, INC.",44.928994,-93.319207,1400000US27053109800,27053109800,MN,Hennepin County
INSPIRE RX LLC,42.307763,-83.697001,1400000US26161402700,26161402700,MI,Washtenaw County
CONWAY MEDICAL LLC,44.015978,-92.505349,1400000US27109001201,27109001201,MN,Olmsted County
"TAXIS PHARMACEUTICALS, INC.",40.458856,-74.469982,1400000US34023006103,34023006103,NJ,Middlesex County
"RESTOREAR DEVICES, LLC",47.662372,-122.194621,1400000US53033022702,53033022702,WA,King County
MYRACLE THERAPEUTICS INC,40.801516,-74.389682,1400000US34027041902,34027041902,NJ,Morris County
"SINGLETO2 THERAPEUTICS, LLC",40.71049,-74.390941,1400000US34039038104,34039038104,NJ,Union County
AKNA HEALTH LLC,42.979013,-85.672191,1400000US26081001400,26081001400,MI,Kent County
PUMPKIN BABY INC.,40.288772,-74.739265,1400000US34021003301,34021003301,NJ,Mercer County
REGENOSINE INC,40.726987,-74.048893,1400000US34017002200,34017002200,NJ,Hudson County
KOMMODO THERAPEUTICS LLC,45.112944,-93.108288,1400000US27123040706,27123040706,MN,Ramsey County
EPIC NUTRITION FOR Y LLC,42.56961,-83.138642,1400000US26125197000,26125197000,MI,Oakland County
"PRE-CANCER DIAGNOSIS, LLC",40.455964,-74.626446,1400000US34035053905,34035053905,NJ,Somerset County
PAVAJ VASCULAR CORPORATION,43.977305,-92.478687,1400000US27109001202,27109001202,MN,Olmsted County
SPIKE NEURO LLC,42.250171,-83.722803,1400000US26161404600,26161404600,MI,Washtenaw County
"SERSENSE, INC.",38.533539,-121.747565,1400000US06113010501,06113010501,CA,Yolo County
"COURAGENE, INC.",40.583533,-74.350705,1400000US34023001409,34023001409,NJ,Middlesex County
"INNOVATIVE BIOTHERAPIES, INC.",42.211416,-83.740344,1400000US26161415600,26161415600,MI,Washtenaw County
"QUENCH MEDICAL, INC.",44.954198,-93.200735,1400000US27123043002,27123043002,MN,Ramsey County
ADVANCES IN MINERAL METABOLISM,43.99067,-92.511204,1400000US27109001203,27109001203,MN,Olmsted County
HENRY FORD HEALTH SYSTEM,42.371987,-83.076406,1400000US26163533900,26163533900,MI,Wayne County
"BACKYARD BRAINS, INC.",42.279286,-83.740886,1400000US26161400100,26161400100,MI,Washtenaw County
ADVAITA CORPORATION,42.369118,-83.520276,1400000US26163561900,26163561900,MI,Wayne County
F SQUARE MEDICAL LLC,40.910588,-74.014108,1400000US34003054300,34003054300,NJ,Bergen County
FORT BELKNAP INDIAN COMMUNITY,48.600839,-108.85251,1400000US30005000100,30005000100,MT,Blaine County
HACKENSACK UNIVERSITY MEDICAL CENTER,40.883415,-74.055652,1400000US34003023402,34003023402,NJ,Bergen County
SYNAPTIC HEALTH LLC,45.085465,-93.214602,1400000US27123041105,27123041105,MN,Ramsey County
"EXHALIX, LLC",35.251321,-106.675111,1400000US35043010714,35043010714,NM,Sandoval County
EASTERN MICHIGAN UNIVERSITY,42.233132,-83.623767,1400000US26161410600,26161410600,MI,Washtenaw County
JACKSON STATE UNIVERSITY,32.288941,-90.186095,1400000US28049002700,28049002700,MS,Hinds County
RUTGERS THE STATE UNIV OF NJ CAMDEN,39.947479,-75.123053,1400000US34007610300,34007610300,NJ,Camden County
"PROKARYOTICS, INC.",40.679579,-74.231879,1400000US34039033502,34039033502,NJ,Union County
"TRIAD NATIONAL SECURITY, LLC",39.989225,-83.021532,1400000US39049001820,39049001820,OH,Franklin County
KATHERA BIOSCIENCE INC.,40.679579,-74.231879,1400000US34039033502,34039033502,NJ,Union County
GILLETTE CHILDREN'S SPECIALTY HEALTHCARE,44.956352,-93.095728,1400000US27123042800,27123042800,MN,Ramsey County
MONTANA CANCER CONSORTIUM,45.794795,-108.517826,1400000US30111000402,30111000402,MT,Yellowstone County
"PARK THERAPEUTICS, INC.",40.796542,-74.480511,1400000US34027043601,34027043601,NJ,Morris County
"LEFLORE TECHNOLOGIES, LLC",32.391779,-90.104936,1400000US28049010103,28049010103,MS,Hinds County
"ATLANTIC HEALTH SYSTEM, INC.",40.79368,-74.491343,1400000US34027043402,34027043402,NJ,Morris County
SOUTHERN NEVADA CANCER RESEARCH FDN,36.177468,-115.176531,1400000US32003000101,32003000101,NV,Clark County
"HABITAWARE, INC.",44.950537,-93.300065,1400000US27053106600,27053106600,MN,Hennepin County
SAINT JOSEPH MERCY HEALTH SYSTEM,42.233132,-83.623767,1400000US26161410600,26161410600,MI,Washtenaw County
PRO THERAPEUTICS LLC,42.994524,-71.468278,1400000US33011200400,33011200400,NH,Hillsborough County
"METSELEX, INC.",44.895417,-93.297026,1400000US27053012001,27053012001,MN,Hennepin County
"OZARK HEALTH VENTURES, LLC",37.178172,-93.274157,1400000US29077001100,29077001100,MO,Greene County
SPECTRUM HEALTH HOSPITALS,42.970434,-85.665033,1400000US26081002000,26081002000,MI,Kent County
ESSENTIA INSTITUTE OF RURAL HEALTH,46.793098,-92.093978,1400000US27137001700,27137001700,MN,St. Louis County
"RADIOLOGICS, INC.",38.584479,-90.41402,1400000US29189218402,29189218402,MO,St. Louis County
KANSAS CITY UNIVERSITY,39.10793,-94.561191,1400000US29095001000,29095001000,MO,Jackson County
HOPA MOUNTAIN,45.678023,-111.033007,1400000US30031000800,30031000800,MT,Gallatin County
FAIRLEIGH DICKINSON UNIVERSITY,40.895766,-74.029313,1400000US34003054400,34003054400,NJ,Bergen County
MC LAUGHLIN RESEARCH INSTITUTE,47.488371,-111.26897,1400000US30013002100,30013002100,MT,Cascade County
CHILDREN'S HOSPITALS AND CLINICS,44.956627,-93.261846,1400000US27053125800,27053125800,MN,Hennepin County
"TARN BIOSCIENCES, INC.",42.734624,-84.481133,1400000US26065004100,26065004100,MI,Ingham County
MONTANA STATE UNIVERSITY -BILLINGS,45.794643,-108.518554,1400000US30111000402,30111000402,MT,Yellowstone County
"INTACT GENOMICS, INC.",38.677653,-90.400334,1400000US29189215600,29189215600,MO,St. Louis County
RETINAL SOLUTIONS LLC,42.280793,-83.847442,1400000US26161455000,26161455000,MI,Washtenaw County
MISSOURI STATE UNIVERSITY,37.19856,-93.278462,1400000US29077000200,29077000200,MO,Greene County
"REAL PREVENTION, LLC",40.683746,-74.475361,1400000US34027044102,34027044102,NJ,Morris County
GRAND VALLEY STATE UNIVERSITY,42.974447,-85.930121,1400000US26139024300,26139024300,MI,Ottawa County
SETON HALL UNIVERSITY,40.746197,-74.260788,1400000US34013019300,34013019300,NJ,Essex County
"ELSOHLY LABORATORIES, INC.",34.334382,-89.515149,1400000US28071950506,28071950506,MS,Lafayette County
"NORTH JERSEY AIDS ALLIANCE ,INC. (NJCRI)",40.74713,-74.188556,1400000US34013001100,34013001100,NJ,Essex County
"INTERNATIONAL UNION, UAW OF AMER AFL-CIO",42.351473,-82.994601,1400000US26163515700,26163515700,MI,Wayne County
KEAN UNIVERSITY,40.679579,-74.231879,1400000US34039033502,34039033502,NJ,Union County
SANDIA CORP-SANDIA NATIONAL LABORATORIES,35.096526,-106.532844,1400000US35001000123,35001000123,NM,Bernalillo County
VETERANS EDUCATION AND RESEARCH ASSOCIATION OF MICHIGAN,42.286553,-83.71537,1400000US26161402201,26161402201,MI,Washtenaw County
ST. CATHERINE UNIVERSITY,44.924882,-93.183134,1400000US27123036300,27123036300,MN,Ramsey County
"DXDISCOVERY, INC.",39.545077,-119.818277,1400000US32031001504,32031001504,NV,Washoe County
"REIA, LLC",43.813955,-72.182594,1400000US33009960900,33009960900,NH,Grafton County
"ALLIED INNOVATIVE SYSTEMS, LLC",40.492983,-74.641614,1400000US34035053806,34035053806,NJ,Somerset County
SIMMARON RESEARCH INC,39.245616,-119.946235,1400000US32031003307,32031003307,NV,Washoe County
"MAGGIE'S PEARL, LLC",41.791887,-85.407274,1400000US26149040500,26149040500,MI,St. Joseph County
"NEW HAMPSHIRE ACADEMY OF SCIENCE, INC.",43.912777,-71.900444,1400000US33009960500,33009960500,NH,Grafton County
"AMERICAN AGING ASSOCIATION, INC.",41.506551,-81.602783,1400000US39035118800,39035118800,OH,Cuyahoga County
"POISERA, INC.",42.262532,-83.737441,1400000US26161400400,26161400400,MI,Washtenaw County
UNIVERSITY OF DETROIT MERCY,42.417084,-83.138847,1400000US26163530200,26163530200,MI,Wayne County
"CRYOCRATE, LLC",38.932745,-92.337305,1400000US29019001108,29019001108,MO,Boone County
NESTOTUS LLC,42.483053,-83.460281,1400000US26125136602,26125136602,MI,Oakland County
"INAEDIS, INC",40.39099,-74.638056,1400000US34035054201,34035054201,NJ,Somerset County
"KANONA, INC.",40.616089,-74.373515,1400000US34039038602,34039038602,NJ,Union County
"MEDIOMICS, LLC",38.628168,-90.276695,1400000US29510104500,29510104500,MO,St. Louis city
"CLARET BIOSCIENCE, LLC",42.542715,-83.226276,1400000US26125152700,26125152700,MI,Oakland County
"CREARE, LLC",43.684263,-72.232666,1400000US33009961601,33009961601,NH,Grafton County
RICOVR HEALTHCARE INC.,40.352568,-74.65136,1400000US34021004000,34021004000,NJ,Mercer County
"FUNCTIONAL FLUIDICS, LLC",42.370549,-82.926411,1400000US26163550100,26163550100,MI,Wayne County
ATUX ISKAY GROUP LLC,40.335503,-74.577831,1400000US34023008605,34023008605,NJ,Middlesex County
"SHEARIT, LLC",35.084957,-106.646098,1400000US35001002100,35001002100,NM,Bernalillo County
"ASTER LABS, INC.",45.038147,-93.106808,1400000US27123040704,27123040704,MN,Ramsey County
NANOSEPEX INC.,40.584986,-74.66369,1400000US34035050704,34035050704,NJ,Somerset County
VYLUMA INC.,40.593164,-74.619513,1400000US34035050703,34035050703,NJ,Somerset County
ENSPIRED SOLUTIONS INC.,42.850703,-84.334792,1400000US26155031402,26155031402,MI,Shiawassee County
SAINT LUKE'S HOSPITAL,39.047411,-94.589755,1400000US29095006900,29095006900,MO,Jackson County
ST. LOUIS COLLEGE OF PHARMACY,38.637418,-90.261998,1400000US29510118600,29510118600,MO,St. Louis city
"NOVAFLUX, INC.",40.396483,-74.650017,1400000US34035054201,34035054201,NJ,Somerset County
"NUPEAK THERAPEUTICS, INC.",38.645124,-90.317186,1400000US29189216402,29189216402,MO,St. Louis County
"FIMBRION THERAPEUTICS, INC.",38.635531,-90.244911,1400000US29510118600,29510118600,MO,St. Louis city
"EMMYON, INC.",41.708954,-91.60643,1400000US19103000305,19103000305,IA,Johnson County
CHN NEBRASKA,41.261612,-96.044021,1400000US31055006701,31055006701,NE,Douglas County
CROSSLINER INC,42.268022,-85.613443,1400000US26077001200,26077001200,MI,Kalamazoo County
